mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
Sorcs2	ENSMUSG00000029093	SORCS2	ENSG00000184985	81840	-0.440084046	0.003944686	0.024431883
Yif1b	ENSMUSG00000030588	YIF1B	ENSG00000167645	77254	-0.479713228	0.010355547	0.046660047
Gclc	ENSMUSG00000032350	GCLC	ENSG00000001084	14629	0.497614062	0.006958631	0.035794513
Farsb	ENSMUSG00000026245	FARSB	ENSG00000116120	23874	0.530047684	0.001999484	0.015956194
Junb	ENSMUSG00000052837	JUNB	ENSG00000171223	16477	-0.715361967	0.000128392	0.003227006
Csdc2	ENSMUSG00000042109	CSDC2	ENSG00000172346	105859	-0.710132143	0.000337185	0.005534554
Galnt10	ENSMUSG00000020520	GALNT10	ENSG00000164574	171212	-0.541828799	0.001647722	0.014195371
Cyp20a1	ENSMUSG00000049439	CYP20A1	ENSG00000119004	77951	0.571828413	0.000991392	0.01032475
Zfp36l2	ENSMUSG00000045817	ZFP36L2	ENSG00000152518	12193	-0.554689962	9.77e-05	0.002795564
Tnrc18	ENSMUSG00000039477	TNRC18	ENSG00000182095	231861	-0.54265082	0.002545983	0.018627533
Coq10b	ENSMUSG00000025981	COQ10B	ENSG00000115520	67876	0.664031697	0.002463838	0.018215901
Hps4	ENSMUSG00000042328	HPS4	ENSG00000100099	192232	-0.616389639	0.00272358	0.019462318
Fam110a	ENSMUSG00000027459	FAM110A	ENSG00000125898	73847	-0.591926566	0.007249567	0.036660886
Rnpepl1	ENSMUSG00000026269	RNPEPL1	ENSG00000142327	108657	-0.689335638	0.000743992	0.008699225
Cpt1c	ENSMUSG00000007783	CPT1C	ENSG00000169169	78070	-1.479218738	1.38e-11	2.22e-08
Ap2a1	ENSMUSG00000060279	AP2A1	ENSG00000196961	11771	-0.573932148	0.001348424	0.012631657
Cebpa	ENSMUSG00000034957	CEBPA	ENSG00000245848	12606	-0.679587533	0.007788963	0.038281853
Isyna1	ENSMUSG00000019139	ISYNA1	ENSG00000105655	71780	-0.835611134	1.05e-06	0.000193744
Babam1	ENSMUSG00000031820	BABAM1	ENSG00000105393	68251	-0.381771824	0.007319547	0.036876107
Babam1	ENSMUSG00000031820	AC010463.1	ENSG00000269307	68251	-0.381771824	0.007319547	0.036876107
Snrpb2	ENSMUSG00000008333	SNRPB2	ENSG00000125870	20639	0.683037489	0.000753201	0.008789021
Lrpprc	ENSMUSG00000024120	LRPPRC	ENSG00000138095	72416	0.705715905	7.79e-06	0.000627341
Gpx1	ENSMUSG00000063856	GPX1	ENSG00000233276	14775	-0.934917657	3.74e-07	0.000102778
Hsf2	ENSMUSG00000019878	HSF2	ENSG00000025156	15500	0.625676439	0.001766363	0.014863824
Lgals1	ENSMUSG00000068220	LGALS1	ENSG00000100097	16852	-0.463606104	0.005203527	0.029606726
Cenpq	ENSMUSG00000023919	CENPQ	ENSG00000031691	83815	0.835913184	0.000130784	0.003255358
Mbd3	ENSMUSG00000035478	MBD3	ENSG00000071655	17192	-0.588305316	0.000235217	0.004568359
Smpd4	ENSMUSG00000005899	SMPD4	ENSG00000136699	77626	-0.501825933	0.000365206	0.005743324
Zfp738	ENSMUSG00000048280	ZNF682	ENSG00000197124	408068	0.74532656	0.002862314	0.02007972
Zfp738	ENSMUSG00000048280	ZNF85	ENSG00000105750	408068	0.74532656	0.002862314	0.02007972
Zfp738	ENSMUSG00000048280	ZNF724	ENSG00000196081	408068	0.74532656	0.002862314	0.02007972
Zfp738	ENSMUSG00000048280	ZNF681	ENSG00000196172	408068	0.74532656	0.002862314	0.02007972
Arl4c	ENSMUSG00000049866	ARL4C	ENSG00000188042	320982	0.665300136	0.000338032	0.005540373
Mbd2	ENSMUSG00000024513	MBD2	ENSG00000134046	17191	0.482816908	0.005430332	0.030481325
Slc12a2	ENSMUSG00000024597	SLC12A2	ENSG00000064651	20496	0.524830662	0.002932752	0.020435497
C5ar1	ENSMUSG00000049130	C5AR1	ENSG00000197405	12273	-0.814403878	4.8e-05	0.00178244
Slc20a1	ENSMUSG00000027397	SLC20A1	ENSG00000144136	20515	0.537342727	0.000202841	0.004183139
Esf1	ENSMUSG00000045624	ESF1	ENSG00000089048	66580	1.046584518	1.74e-05	0.000972667
Gbe1	ENSMUSG00000022707	GBE1	ENSG00000114480	74185	0.584356982	0.006776199	0.035242497
Gna12	ENSMUSG00000000149	GNA12	ENSG00000146535	14673	-0.66225821	4.59e-05	0.001753669
Tank	ENSMUSG00000064289	TANK	ENSG00000136560	21353	0.670404207	8.05e-05	0.002454313
Csnk1g3	ENSMUSG00000073563	CSNK1G3	ENSG00000151292	70425	0.619080353	0.000946204	0.010088654
Sf3b5	ENSMUSG00000078348	SF3B5	ENSG00000169976	66125	-0.495874898	0.005161315	0.029455856
Htra3	ENSMUSG00000029096	HTRA3	ENSG00000170801	78558	-0.967294318	7.52e-07	0.000169762
Zfp575	ENSMUSG00000066721	ZNF575	ENSG00000176472	101544	-0.759614356	0.003621035	0.023126975
Ecsit	ENSMUSG00000066839	ECSIT	ENSG00000130159	26940	-0.482337	0.00927969	0.043213113
Zfp579	ENSMUSG00000051550	ZNF579	ENSG00000218891	68490	-0.699935307	0.002606932	0.018913691
Hspd1	ENSMUSG00000025980	HSPD1	ENSG00000144381	15510	0.725037874	5.52e-05	0.001923119
Tm4sf1	ENSMUSG00000027800	TM4SF1	ENSG00000169908	17112	0.760642396	2.95e-05	0.001354801
Nfic	ENSMUSG00000055053	NFIC	ENSG00000141905	18029	-0.6738448	7.27e-05	0.00230731
Gna11	ENSMUSG00000034781	GNA11	ENSG00000088256	14672	-0.398323596	0.009272723	0.043209532
Thoc7	ENSMUSG00000053453	THOC7	ENSG00000163634	66231	0.52790536	0.002893406	0.020261041
Pgls	ENSMUSG00000031807	PGLS	ENSG00000130313	66171	-0.75364972	0.000146427	0.003516496
Usp53	ENSMUSG00000039701	USP53	ENSG00000145390	99526	0.667010612	0.001802448	0.015000417
Exosc9	ENSMUSG00000027714	EXOSC9	ENSG00000123737	50911	0.617287589	0.000171988	0.003837721
Rars	ENSMUSG00000018848	RARS1	ENSG00000113643	104458	0.648403359	3.6e-05	0.001536664
Fgfrl1	ENSMUSG00000008090	FGFRL1	ENSG00000127418	116701	-0.627072188	0.000435964	0.006366995
Loxl3	ENSMUSG00000000693	LOXL3	ENSG00000115318	16950	-0.534448955	0.002404293	0.017916838
Alg12	ENSMUSG00000035845	ALG12	ENSG00000182858	223774	-0.523733176	0.009765893	0.044899969
Snrpd3	ENSMUSG00000020180	SNRPD3	ENSG00000100028	67332	0.392845004	0.004950315	0.028648643
Snrpd3	ENSMUSG00000020180	AP000356.5	ENSG00000286070	67332	0.392845004	0.004950315	0.028648643
H13	ENSMUSG00000019188	HM13	ENSG00000101294	14950	-0.489180147	0.007534891	0.037590996
Emc10	ENSMUSG00000008140	EMC10	ENSG00000161671	69683	-0.597744293	0.000879123	0.009610603
Rnf168	ENSMUSG00000014074	RNF168	ENSG00000163961	70238	0.52082614	0.009153368	0.042809518
Cuta	ENSMUSG00000024194	CUTA	ENSG00000112514	67675	-0.500388989	0.004711885	0.027662054
Pdxk	ENSMUSG00000032788	PDXK	ENSG00000160209	216134	-0.429570203	0.009052898	0.042455491
Clk1	ENSMUSG00000026034	CLK1	ENSG00000013441	12747	0.914046796	3.02e-06	0.0003497
Pno1	ENSMUSG00000020116	PNO1	ENSG00000115946	66249	0.639442661	0.000196149	0.004136024
Nus1	ENSMUSG00000023068	NUS1	ENSG00000153989	52014	0.515675209	0.003472808	0.022591397
Hddc2	ENSMUSG00000000295	HDDC2	ENSG00000111906	69692	0.657111164	0.004459753	0.026646769
Parm1	ENSMUSG00000034981	PARM1	ENSG00000169116	231440	-0.501660605	0.002266704	0.017268662
Cul7	ENSMUSG00000038545	CUL7	ENSG00000044090	66515	-0.457977811	0.005570833	0.030791567
Cct8	ENSMUSG00000025613	CCT8	ENSG00000156261	12469	0.926427158	1.46e-06	0.000227177
Fer	ENSMUSG00000000127	FER	ENSG00000151422	14158	0.772625377	9.21e-06	0.000700583
Ube2b	ENSMUSG00000020390	UBE2B	ENSG00000119048	22210	0.828673642	9.58e-05	0.002753144
Atp13a1	ENSMUSG00000031862	ATP13A1	ENSG00000105726	170759	-0.444484989	0.005322951	0.030118809
Map1lc3a	ENSMUSG00000027602	MAP1LC3A	ENSG00000101460	66734	-0.496629466	0.004990771	0.028811301
Cnbp	ENSMUSG00000030057	CNBP	ENSG00000169714	12785	0.680916431	5.24e-05	0.001856207
Cdc42ep1	ENSMUSG00000049521	CDC42EP1	ENSG00000128283	104445	-0.748505831	6.42e-05	0.002114704
Ndufs1	ENSMUSG00000025968	NDUFS1	ENSG00000023228	227197	0.641370051	0.0002625	0.004869443
Cic	ENSMUSG00000005442	CIC	ENSG00000079432	71722	-0.645573288	0.000490141	0.006768437
Casp3	ENSMUSG00000031628	CASP3	ENSG00000164305	12367	0.509183111	0.008490178	0.04055969
Cmtm7	ENSMUSG00000032436	CMTM7	ENSG00000153551	102545	-0.437379436	0.0034037	0.022312982
Fn1	ENSMUSG00000026193	FN1	ENSG00000115414	14268	-0.390437485	0.00861386	0.040906956
Nup54	ENSMUSG00000034826	NUP54	ENSG00000138750	269113	0.468905787	0.008967528	0.042202091
Pura	ENSMUSG00000043991	PURA	ENSG00000185129	19290	-0.567465569	0.006739738	0.035085273
Palm	ENSMUSG00000035863	PALM	ENSG00000099864	18483	-0.583119143	0.002776821	0.019709276
Erap1	ENSMUSG00000021583	ERAP1	ENSG00000164307	80898	0.477668626	0.005605444	0.030891836
Trip12	ENSMUSG00000026219	TRIP12	ENSG00000153827	14897	0.507802094	0.001198115	0.011690446
Cd109	ENSMUSG00000046186	CD109	ENSG00000156535	235505	0.440726996	0.001259352	0.012058078
Mtx2	ENSMUSG00000027099	MTX2	ENSG00000128654	53375	0.592795213	0.007913235	0.038622896
Myl9	ENSMUSG00000067818	MYL9	ENSG00000101335	98932	-0.489921009	0.000656928	0.008076865
Ppp1r15a	ENSMUSG00000040435	PPP1R15A	ENSG00000087074	17872	-0.441398111	0.009558473	0.044196849
Nnt	ENSMUSG00000116207	NNT	ENSG00000112992	18115	0.579453947	0.00080567	0.009141226
Zfp874a	ENSMUSG00000069206	ZNF429	ENSG00000197013	238692	0.588119575	0.008558963	0.04077275
Polk	ENSMUSG00000021668	POLK	ENSG00000122008	27015	0.489257178	0.006928837	0.035714878
Sbno2	ENSMUSG00000035673	SBNO2	ENSG00000064932	216161	-0.542083478	0.00675431	0.035144883
Cep97	ENSMUSG00000022604	CEP97	ENSG00000182504	74201	0.911938933	0.000530314	0.007075044
Cwc22	ENSMUSG00000027014	CWC22	ENSG00000163510	80744	0.430253002	0.005378421	0.030326002
Grik5	ENSMUSG00000003378	GRIK5	ENSG00000105737	14809	-0.671628913	0.001289617	0.012274804
Rps3a1	ENSMUSG00000028081	RPS3A	ENSG00000145425	20091	0.7567553	7.47e-06	0.000613695
Abi3bp	ENSMUSG00000035258	ABI3BP	ENSG00000154175	320712	-0.539442743	0.001437046	0.013049304
Col4a3bp	ENSMUSG00000021669	CERT1	ENSG00000113163	68018	0.712166141	0.000218981	0.004395236
Pigt	ENSMUSG00000017721	PIGT	ENSG00000124155	78928	-0.619258049	0.001274603	0.012152435
Hspa13	ENSMUSG00000032932	HSPA13	ENSG00000155304	110920	0.781292763	0.000229229	0.004520343
Txndc15	ENSMUSG00000021497	TXNDC15	ENSG00000113621	69672	0.664566006	0.000353672	0.005649022
Prpf4b	ENSMUSG00000021413	PRPF4B	ENSG00000112739	19134	0.656031656	0.000362233	0.005728565
Sipa1l3	ENSMUSG00000030583	SIPA1L3	ENSG00000105738	74206	-0.628906162	0.000387215	0.005956338
Lrp3	ENSMUSG00000001802	LRP3	ENSG00000130881	435965	-0.615967788	0.002583247	0.018778154
Tle2	ENSMUSG00000034771	TLE2	ENSG00000065717	21886	-0.666420009	0.002303215	0.017404089
Mertk	ENSMUSG00000014361	MERTK	ENSG00000153208	17289	-0.700237425	0.003020785	0.020752923
Trappc12	ENSMUSG00000020628	TRAPPC12	ENSG00000171853	217449	-0.588717742	0.001121713	0.011187324
Plekhg2	ENSMUSG00000037552	PLEKHG2	ENSG00000090924	101497	-0.57712361	0.000282852	0.005109973
Abca7	ENSMUSG00000035722	ABCA7	ENSG00000064687	27403	-0.707578907	0.005066949	0.02913884
Sf3b6	ENSMUSG00000037361	SF3B6	ENSG00000115128	66055	0.833382941	1.4e-05	0.000851024
Ttyh3	ENSMUSG00000036565	TTYH3	ENSG00000136295	78339	-0.698532579	0.000366257	0.005751817
Fam135a	ENSMUSG00000026153	FAM135A	ENSG00000082269	68187	0.72403384	0.001370045	0.012770453
Fastkd2	ENSMUSG00000025962	FASTKD2	ENSG00000118246	75619	0.686787365	0.001107525	0.011104925
Pank3	ENSMUSG00000018846	PANK3	ENSG00000120137	211347	0.610699564	0.000760566	0.008810677
Sfrp2	ENSMUSG00000027996	SFRP2	ENSG00000145423	20319	-0.587586627	3.32e-06	0.000370114
Mrps12	ENSMUSG00000045948	MRPS12	ENSG00000128626	24030	-0.574500795	0.004237203	0.025734035
Skap2	ENSMUSG00000059182	SKAP2	ENSG00000005020	54353	0.427919459	0.008421794	0.040318623
Scarf2	ENSMUSG00000012017	SCARF2	ENSG00000244486	224024	-0.592919215	0.002762636	0.019663264
Cd302	ENSMUSG00000060703	CD302	ENSG00000241399	66205	-0.625150583	0.000583167	0.007483591
Cenpe	ENSMUSG00000045328	CENPE	ENSG00000138778	229841	0.613907959	0.001426725	0.013018575
Tnxb	ENSMUSG00000033327	TNXB	ENSG00000168477	81877	-0.834092636	0.003029725	0.020798925
Tubb5	ENSMUSG00000001525	TUBB	ENSG00000196230	22154	-0.354809758	0.001826562	0.01506746
Wfs1	ENSMUSG00000039474	WFS1	ENSG00000109501	22393	-0.493564508	0.01147517	0.04980498
Epn1	ENSMUSG00000035203	EPN1	ENSG00000063245	13854	-0.98518532	9.82e-09	7.37e-06
Pmaip1	ENSMUSG00000024521	PMAIP1	ENSG00000141682	58801	0.934076185	0.000199601	0.004177533
Gramd1a	ENSMUSG00000001248	GRAMD1A	ENSG00000089351	52857	-0.623076641	0.000308629	0.005379503
Keap1	ENSMUSG00000003308	KEAP1	ENSG00000079999	50868	-0.446303074	0.010684606	0.047684767
Actr3	ENSMUSG00000026341	ACTR3	ENSG00000115091	74117	0.668858583	0.000269446	0.004965561
Ssb	ENSMUSG00000068882	SSB	ENSG00000138385	20823	0.811554696	1.14e-05	0.000775181
Sod3	ENSMUSG00000072941	SOD3	ENSG00000109610	20657	-0.765386209	0.001328272	0.012547269
Cryzl1	ENSMUSG00000058240	CRYZL1	ENSG00000205758	66609	0.705143372	0.000500681	0.006850145
Sh3pxd2b	ENSMUSG00000040711	SH3PXD2B	ENSG00000174705	268396	-0.434302171	0.001999005	0.015956194
Tmem115	ENSMUSG00000010045	TMEM115	ENSG00000126062	56395	-0.556328519	0.004396819	0.026334136
Sox10	ENSMUSG00000033006	SOX10	ENSG00000100146	20665	-0.738944186	0.000926014	0.009958101
Scamp1	ENSMUSG00000021687	SCAMP1	ENSG00000085365	107767	0.471739314	0.011291344	0.049298386
Slc44a2	ENSMUSG00000057193	SLC44A2	ENSG00000129353	68682	-0.360615217	0.007002526	0.035921841
Snx13	ENSMUSG00000020590	SNX13	ENSG00000071189	217463	0.535275176	0.010441155	0.046933094
Ppp3r1	ENSMUSG00000033953	AC017083.3	ENSG00000273398	NA	NA	NA	NA
Ppp3r1	ENSMUSG00000033953	PPP3R1	ENSG00000221823	NA	NA	NA	NA
Tmed7	ENSMUSG00000033184	TMED7-TICAM2	ENSG00000251201	66676	0.53945647	0.002953477	0.020469343
Tmed7	ENSMUSG00000033184	TMED7	ENSG00000134970	66676	0.53945647	0.002953477	0.020469343
Lsm5	ENSMUSG00000091625	LSM5	ENSG00000106355	66373	1.206490742	1.14e-07	4.29e-05
Fscn1	ENSMUSG00000029581	FSCN1	ENSG00000075618	14086	-0.482196161	0.002292869	0.017362275
Tmem184b	ENSMUSG00000009035	TMEM184B	ENSG00000198792	223693	-0.706392343	4.94e-05	0.001807148
Dstn	ENSMUSG00000015932	DSTN	ENSG00000125868	56431	0.543616258	0.003316681	0.022026959
Pnpt1	ENSMUSG00000020464	PNPT1	ENSG00000138035	71701	0.589572501	0.001207859	0.01173999
Tnk2	ENSMUSG00000022791	TNK2	ENSG00000061938	51789	-0.577396225	0.003248259	0.021686829
Dzip3	ENSMUSG00000064061	DZIP3	ENSG00000198919	224170	0.541680306	0.002551231	0.018637834
Prkg2	ENSMUSG00000029334	PRKG2	ENSG00000138669	19092	0.939933558	2.91e-05	0.001354253
Zfp62	ENSMUSG00000046311	ZFP62	ENSG00000196670	22720	0.676306011	0.000948946	0.01008987
Mif	ENSMUSG00000033307	MIF	ENSG00000240972	17319	-0.721766052	1.86e-05	0.001019478
Golim4	ENSMUSG00000034109	GOLIM4	ENSG00000173905	73124	0.580026464	0.002108265	0.01648606
Zfp580	ENSMUSG00000055633	ZNF580	ENSG00000213015	68992	-0.822795657	0.000175193	0.003867989
Sec63	ENSMUSG00000019802	SEC63	ENSG00000025796	140740	0.738840582	4.55e-05	0.001749502
Capn7	ENSMUSG00000021893	CAPN7	ENSG00000131375	12339	0.606280519	0.002418233	0.017967719
Chrna1	ENSMUSG00000027107	CHRNA1	ENSG00000138435	11435	-0.700550336	0.000113006	0.002994005
Cenpc1	ENSMUSG00000029253	CENPC	ENSG00000145241	12617	0.556040244	0.004224264	0.025683158
Notch3	ENSMUSG00000038146	NOTCH3	ENSG00000074181	18131	-0.544089643	0.00251922	0.01848682
Dars	ENSMUSG00000026356	DARS1	ENSG00000115866	226414	0.461790988	0.005087456	0.029226916
Rapgef6	ENSMUSG00000037533	RAPGEF6	ENSG00000158987	192786	0.530305544	0.003015774	0.020743812
Rapgef6	ENSMUSG00000037533	AC008695.1	ENSG00000273217	192786	0.530305544	0.003015774	0.020743812
Rif1	ENSMUSG00000036202	RIF1	ENSG00000080345	51869	0.71485445	0.000452695	0.006493427
Agpat1	ENSMUSG00000034254	AGPAT1	ENSG00000204310	55979	-0.703071504	0.000124695	0.003180198
Sap130	ENSMUSG00000024260	SAP130	ENSG00000136715	269003	-0.685653166	1.13e-05	0.000773029
Tmem184c	ENSMUSG00000031617	TMEM184C	ENSG00000164168	234463	0.565237146	0.005465772	0.030512936
Il4i1	ENSMUSG00000074141	IL4I1	ENSG00000104951	NA	NA	NA	NA
Cwc27	ENSMUSG00000021715	CWC27	ENSG00000153015	67285	0.927326563	7.65e-06	0.000624096
Heca	ENSMUSG00000039879	HECA	ENSG00000112406	380629	0.566086663	0.010125447	0.04608429
Klhdc3	ENSMUSG00000063576	KLHDC3	ENSG00000124702	71765	-0.542378172	0.006129447	0.032803027
Slc29a4	ENSMUSG00000050822	SLC29A4	ENSG00000164638	243328	-0.718038796	0.00934025	0.043431542
Gmnn	ENSMUSG00000006715	GMNN	ENSG00000112312	57441	0.70216156	0.001522519	0.013530831
Ccdc88a	ENSMUSG00000032740	CCDC88A	ENSG00000115355	108686	0.564330094	0.007866011	0.038526006
Chd1	ENSMUSG00000023852	CHD1	ENSG00000153922	12648	0.693466912	0.000348224	0.005594505
Chd1	ENSMUSG00000023852	CHD1	ENSG00000153922	67045	0.630122095	0.000921171	0.009925724
Cript	ENSMUSG00000024146	CRIPT	ENSG00000119878	56724	0.724208674	0.000858245	0.009474348
Hspb6	ENSMUSG00000036854	HSPB6	ENSG00000004776	243912	-0.838505934	2.54e-05	0.001212991
Cse1l	ENSMUSG00000002718	CSE1L	ENSG00000124207	110750	0.532766785	0.001645264	0.01418505
Prpf40a	ENSMUSG00000061136	PRPF40A	ENSG00000196504	56194	0.624434987	0.001339675	0.012591603
Rab1a	ENSMUSG00000020149	RAB1A	ENSG00000138069	19324	0.655538285	7.04e-05	0.002257073
Man2b2	ENSMUSG00000029119	MAN2B2	ENSG00000013288	17160	-0.697577068	0.000557015	0.007310015
Tmem167	ENSMUSG00000012422	TMEM167A	ENSG00000174695	66074	0.518391472	0.001613945	0.014004267
Gtf3c3	ENSMUSG00000041303	GTF3C3	ENSG00000119041	98488	0.477813171	0.003449951	0.02254582
Ccnb1	ENSMUSG00000041431	CCNB1	ENSG00000134057	268697	0.404946274	0.004281909	0.025921663
Spopl	ENSMUSG00000026771	SPOPL	ENSG00000144228	76857	0.578835922	0.010832694	0.048059941
Ube2e3	ENSMUSG00000027011	UBE2E3	ENSG00000170035	22193	0.49220002	0.007596681	0.037765397
Snx5	ENSMUSG00000027423	SNX5	ENSG00000089006	69178	0.396199782	0.005727804	0.031277923
Cnot6l	ENSMUSG00000034724	CNOT6L	ENSG00000138767	231464	0.543346256	0.010549869	0.047346163
Homer1	ENSMUSG00000007617	HOMER1	ENSG00000152413	26556	1.073734935	2.71e-06	0.000329365
Rnf126	ENSMUSG00000035890	RNF126	ENSG00000070423	70294	-0.675879992	3.84e-05	0.001612245
Rbx1	ENSMUSG00000022400	RBX1	ENSG00000100387	56438	0.444735415	0.002822241	0.019893134
Sh3bgrl2	ENSMUSG00000032261	SH3BGRL2	ENSG00000198478	212531	0.5090192	0.005045278	0.029043883
Ncln	ENSMUSG00000020238	NCLN	ENSG00000125912	103425	-0.562550532	0.004275719	0.025902279
Plk2	ENSMUSG00000021701	PLK2	ENSG00000145632	20620	0.440455103	0.002743753	0.019565962
Paip1	ENSMUSG00000025451	PAIP1	ENSG00000172239	218693	0.587001468	0.003124974	0.021222683
Cc2d1a	ENSMUSG00000036686	CC2D1A	ENSG00000132024	212139	-0.528514606	0.009259746	0.043173804
Ctdsp1	ENSMUSG00000026176	CTDSP1	ENSG00000144579	227292	-0.387515349	0.010023477	0.045786754
Manbal	ENSMUSG00000063019	MANBAL	ENSG00000101363	69161	-0.493031766	0.008123049	0.039246324
Srf	ENSMUSG00000015605	SRF	ENSG00000112658	20807	-0.394495639	0.009345882	0.043431542
Rpl35a	ENSMUSG00000060636	RPL35A	ENSG00000182899	57808	0.691698846	0.000392111	0.005998874
Tbc1d23	ENSMUSG00000022749	TBC1D23	ENSG00000036054	67581	0.686078566	0.001344136	0.012612479
Ppig	ENSMUSG00000042133	PPIG	ENSG00000138398	228005	0.841085111	3.07e-05	0.00138324
Zdhhc8	ENSMUSG00000060166	ZDHHC8	ENSG00000099904	27801	-0.629765422	0.000616807	0.007770473
Ywhaq	ENSMUSG00000076432	YWHAQ	ENSG00000134308	22630	0.665624742	0.000264186	0.00489265
Tbc1d19	ENSMUSG00000039178	TBC1D19	ENSG00000109680	67249	0.636442434	0.001039321	0.010642309
Plppr2	ENSMUSG00000040563	PLPPR2	ENSG00000105520	235044	-0.697963424	0.001741607	0.014722674
Tra2b	ENSMUSG00000022858	TRA2B	ENSG00000136527	20462	0.406400385	0.007678125	0.037995476
Dapk3	ENSMUSG00000034974	DAPK3	ENSG00000167657	13144	-1.404208996	2.65e-15	9.95e-12
Skil	ENSMUSG00000027660	SKIL	ENSG00000136603	20482	0.581452512	0.000992848	0.01032475
Cebpb	ENSMUSG00000056501	CEBPB	ENSG00000172216	12608	-0.609768361	0.002179822	0.016823023
Tma7	ENSMUSG00000091537	TMA7	ENSG00000232112	66167	0.460809419	0.001134255	0.011262534
Mtif2	ENSMUSG00000020459	MTIF2	ENSG00000085760	76784	0.637129462	0.000525611	0.007052063
Ccdc58	ENSMUSG00000075229	CCDC58	ENSG00000160124	381045	0.668367994	0.001448115	0.013095962
Atg9a	ENSMUSG00000033124	AC068946.2	ENSG00000284820	NA	NA	NA	NA
Atg9a	ENSMUSG00000033124	ATG9A	ENSG00000198925	NA	NA	NA	NA
Med25	ENSMUSG00000002968	MED25	ENSG00000104973	75613	-0.714612996	4.52e-05	0.001749502
Pds5a	ENSMUSG00000029202	PDS5A	ENSG00000121892	71521	0.438810202	0.007446154	0.037268291
Fst	ENSMUSG00000021765	FST	ENSG00000134363	14313	0.493379961	0.004105493	0.025124734
Adamts2	ENSMUSG00000036545	ADAMTS2	ENSG00000087116	216725	-0.533614081	0.000845624	0.00940768
Map3k10	ENSMUSG00000040390	MAP3K10	ENSG00000130758	269881	-0.474533739	0.010248049	0.046417146
Gm1673	ENSMUSG00000070858	C4orf48	ENSG00000243449	381633	-0.600514719	0.008617345	0.040906956
Ctif	ENSMUSG00000052928	CTIF	ENSG00000134030	269037	-0.474010264	0.004040847	0.02484539
Tubb2a	ENSMUSG00000058672	TUBB2A	ENSG00000137267	22151	-0.573731496	2.27e-05	0.001140236
Dhx15	ENSMUSG00000029169	DHX15	ENSG00000109606	13204	0.403685275	0.00672732	0.035085273
Pirb	ENSMUSG00000058818	LILRB3	ENSG00000204577	18733	-0.780911242	0.004006448	0.024740339
Pirb	ENSMUSG00000058818	LILRA6	ENSG00000244482	18733	-0.780911242	0.004006448	0.024740339
Pirb	ENSMUSG00000058818	LILRB5	ENSG00000105609	18733	-0.780911242	0.004006448	0.024740339
Pirb	ENSMUSG00000058818	LILRA5	ENSG00000187116	18733	-0.780911242	0.004006448	0.024740339
Pirb	ENSMUSG00000058818	LILRA4	ENSG00000239961	18733	-0.780911242	0.004006448	0.024740339
Tmem175	ENSMUSG00000013495	TMEM175	ENSG00000127419	72392	-0.472853524	0.007057066	0.036152213
Sumo1	ENSMUSG00000026021	SUMO1	ENSG00000116030	22218	0.741731023	5.29e-06	0.000498333
Tpm4	ENSMUSG00000031799	TPM4	ENSG00000167460	326618	0.527799576	0.003114434	0.021176645
C1d	ENSMUSG00000000581	C1D	ENSG00000197223	57316	0.610264282	0.001501439	0.013428455
Trnt1	ENSMUSG00000013736	TRNT1	ENSG00000072756	70047	0.671626083	0.000388196	0.00596329
Rad18	ENSMUSG00000030254	RAD18	ENSG00000070950	58186	0.554346822	0.001996258	0.015953063
Iah1	ENSMUSG00000062054	IAH1	ENSG00000134330	67732	-0.699370841	0.000949513	0.01008987
Ppard	ENSMUSG00000002250	PPARD	ENSG00000112033	19015	-0.5477242	0.004923102	0.028530174
Mrps9	ENSMUSG00000060679	MRPS9	ENSG00000135972	69527	0.584196859	0.00064419	0.007962215
Pofut2	ENSMUSG00000020260	POFUT2	ENSG00000186866	80294	-0.507653281	0.000928235	0.009963709
Dpysl5	ENSMUSG00000029168	DPYSL5	ENSG00000157851	65254	-0.481683849	0.004346926	0.026146573
Rtn2	ENSMUSG00000030401	RTN2	ENSG00000125744	20167	-0.583897686	0.004603814	0.027183505
Pdcd10	ENSMUSG00000027835	PDCD10	ENSG00000114209	56426	0.938982326	3.34e-05	0.001459863
Xpo1	ENSMUSG00000020290	XPO1	ENSG00000082898	103573	0.812385165	2.48e-05	0.001202086
Dek	ENSMUSG00000021377	DEK	ENSG00000124795	110052	0.695517173	0.000480078	0.006748665
Commd8	ENSMUSG00000029213	COMMD8	ENSG00000169019	27784	0.574807273	0.004405359	0.026371261
Csf1r	ENSMUSG00000024621	CSF1R	ENSG00000182578	12978	-0.745124797	2.35e-05	0.00115754
Serpinb2	ENSMUSG00000062345	SERPINB2	ENSG00000197632	18788	1.040036722	0.000486427	0.006766744
Rasa2	ENSMUSG00000032413	RASA2	ENSG00000155903	114713	0.608090515	0.002419824	0.017967719
Stab1	ENSMUSG00000042286	STAB1	ENSG00000010327	192187	-0.79333789	1.91e-05	0.001028752
Lrrfip2	ENSMUSG00000032497	LRRFIP2	ENSG00000093167	71268	0.527339177	0.002750838	0.019604072
Dmwd	ENSMUSG00000030410	DMWD	ENSG00000185800	13401	-0.634497393	0.000509538	0.006911593
Znrf2	ENSMUSG00000058446	ZNRF2	ENSG00000180233	387524	0.872340642	0.000327961	0.005519544
Commd1	ENSMUSG00000051355	COMMD1	ENSG00000173163	NA	NA	NA	NA
